,uid,iid,r_ui,est,details
11669,Relama,431,9.0,8.772822861174141,"{'actual_k': 40, 'was_impossible': False}"
11670,Canari,584,9.0,8.080641457670016,"{'actual_k': 23, 'was_impossible': False}"
11671,xKunek,12189,8.0,8.70419680001013,"{'actual_k': 40, 'was_impossible': False}"
11672,rafi234,2104,9.0,6.880561016396465,"{'actual_k': 40, 'was_impossible': False}"
11673,_____nekochan,22265,10.0,8.159419183107323,"{'actual_k': 35, 'was_impossible': False}"
11674,sebastianjorc,1575,8.0,6.170481730484278,"{'actual_k': 40, 'was_impossible': False}"
11675,bakaneko3115,6747,7.0,7.767354546919455,"{'actual_k': 40, 'was_impossible': False}"
11676,crockmez,13125,9.0,7.657834763426171,"{'actual_k': 40, 'was_impossible': False}"
11677,Quanto,11757,9.0,8.157486305710995,"{'actual_k': 40, 'was_impossible': False}"
11678,Josh001,8424,7.0,7.230326149534089,"{'actual_k': 40, 'was_impossible': False}"
11679,TheMightyKawama,269,7.0,6.166124462439289,"{'actual_k': 40, 'was_impossible': False}"
11680,b2kite,8769,8.0,8.392749820540072,"{'actual_k': 40, 'was_impossible': False}"
11681,tanomi,31964,7.0,8.388655911825635,"{'actual_k': 40, 'was_impossible': False}"
11682,VanGreen,20031,5.0,6.088307145436614,"{'actual_k': 40, 'was_impossible': False}"
11683,Azun26,6547,10.0,8.049239899977202,"{'actual_k': 40, 'was_impossible': False}"
11684,sora-tan,11843,8.0,8.331995940712883,"{'actual_k': 40, 'was_impossible': False}"
11685,KeigoAtobe007,11771,10.0,8.07455036830665,"{'actual_k': 40, 'was_impossible': False}"
11686,Klains,2167,8.0,7.31799537485517,"{'actual_k': 40, 'was_impossible': False}"
11687,Shouichirou,34449,5.0,5.012700670079105,"{'actual_k': 4, 'was_impossible': False}"
11688,Dark_Moon13,32995,10.0,8.816505520319089,"{'actual_k': 40, 'was_impossible': False}"
11689,Pastafaria,9289,10.0,7.851325869014143,"{'actual_k': 40, 'was_impossible': False}"
11690,MUJ97,19,10.0,8.893277112068935,"{'actual_k': 40, 'was_impossible': False}"
11691,blueswan,9136,8.0,8.385594845223993,"{'actual_k': 30, 'was_impossible': False}"
11692,Dragon_Slayer_X,251,8.0,7.343418304141137,"{'actual_k': 22, 'was_impossible': False}"
11693,laddy87,2890,9.0,9.698663416458583,"{'actual_k': 40, 'was_impossible': False}"
11694,Takala,17265,9.0,9.092197334875188,"{'actual_k': 40, 'was_impossible': False}"
11695,GlennQ,14397,8.0,7.866599455803054,"{'actual_k': 32, 'was_impossible': False}"
11696,mat3osz,11785,10.0,8.5058137007533,"{'actual_k': 39, 'was_impossible': False}"
11697,daimonass,19021,6.0,6.767398373591678,"{'actual_k': 4, 'was_impossible': False}"
11698,crimsonking12,2978,8.0,7.9200498644222135,"{'actual_k': 2, 'was_impossible': False}"
11699,-_RyLaN-_,1735,7.0,5.2886366089952865,"{'actual_k': 40, 'was_impossible': False}"
11700,Wesley36,14741,8.0,8.543996996604136,"{'actual_k': 40, 'was_impossible': False}"
11701,syan,1295,9.0,5.148631912659143,"{'actual_k': 2, 'was_impossible': False}"
11702,Cloudiez,18679,10.0,7.818653377683486,"{'actual_k': 40, 'was_impossible': False}"
11703,rafi234,9253,9.0,8.937992229326936,"{'actual_k': 40, 'was_impossible': False}"
11704,shanoliu,13219,8.0,5.253792913840328,"{'actual_k': 3, 'was_impossible': False}"
11705,czerkill,30806,8.0,8.109673782665991,"{'actual_k': 17, 'was_impossible': False}"
11706,AAV-Afro-Unit,5365,9.0,7.826837258456782,"{'actual_k': 28, 'was_impossible': False}"
11707,hampedahl,4155,9.0,8.17274544625912,"{'actual_k': 40, 'was_impossible': False}"
11708,edogardo,4224,9.0,7.958118387381739,"{'actual_k': 40, 'was_impossible': False}"
11709,nikmax,46,8.0,7.396903614707495,"{'actual_k': 15, 'was_impossible': False}"
11710,Noarlar,18897,9.0,8.706862551170634,"{'actual_k': 40, 'was_impossible': False}"
11711,And24,8795,8.0,8.597106531297245,"{'actual_k': 40, 'was_impossible': False}"
11712,Pastafaria,1313,6.0,6.929301229288805,"{'actual_k': 40, 'was_impossible': False}"
11713,angelei28,5199,4.0,8.367071387734757,"{'actual_k': 2, 'was_impossible': False}"
11714,Prince-sama,899,6.0,5.457218091302483,"{'actual_k': 31, 'was_impossible': False}"
11715,EmperorDimitrije,226,8.0,6.681102446794004,"{'actual_k': 40, 'was_impossible': False}"
11716,RoboleX,20047,8.0,6.3725786584050566,"{'actual_k': 33, 'was_impossible': False}"
11717,kamijoan,15335,9.0,9.402473481329833,"{'actual_k': 34, 'was_impossible': False}"
11718,2Moro,189,6.0,4.993768093890625,"{'actual_k': 40, 'was_impossible': False}"
11719,Tationax,14289,6.0,6.177062021945085,"{'actual_k': 40, 'was_impossible': False}"
11720,Ura,13331,7.0,7.327037566549056,"{'actual_k': 40, 'was_impossible': False}"
11721,Shi_a,35838,9.0,7.659185883674249,"{'actual_k': 17, 'was_impossible': False}"
11722,Mor3ndo,1170,7.0,5.917702869321573,"{'actual_k': 10, 'was_impossible': False}"
11723,bigkfc2k8,3420,9.0,8.64908614410902,"{'actual_k': 21, 'was_impossible': False}"
11724,espada13,8937,9.0,8.422015873982168,"{'actual_k': 40, 'was_impossible': False}"
11725,the12thdoctor,2167,10.0,7.842354643228893,"{'actual_k': 40, 'was_impossible': False}"
11726,Iandaar,2251,10.0,9.397481546882256,"{'actual_k': 40, 'was_impossible': False}"
11727,Elaclairee,11577,5.0,8.225851232221842,"{'actual_k': 40, 'was_impossible': False}"
11728,Torah,777,10.0,8.054745327149528,"{'actual_k': 40, 'was_impossible': False}"
11729,Josh001,10721,8.0,7.875804278885197,"{'actual_k': 40, 'was_impossible': False}"
11730,nia_94,6675,7.0,8.334792303596801,"{'actual_k': 40, 'was_impossible': False}"
11731,xacthashtag,2618,6.0,6.394394807872497,"{'actual_k': 3, 'was_impossible': False}"
11732,CoyBoy,32601,6.0,8.964915541282776,"{'actual_k': 5, 'was_impossible': False}"
11733,sebastianjorc,257,1.0,1.627403042367872,"{'actual_k': 32, 'was_impossible': False}"
11734,Nanan-tyan787,1604,6.0,9.006642044627078,"{'actual_k': 40, 'was_impossible': False}"
11735,penquguu,7472,10.0,9.510830317343338,"{'actual_k': 25, 'was_impossible': False}"
11736,Nitro-Nito,6547,7.0,8.43629727379204,"{'actual_k': 40, 'was_impossible': False}"
11737,bikasuishin,10155,0.4,4.326106374768774,"{'actual_k': 29, 'was_impossible': False}"
11738,AiPiDu,3656,2.4,4.809243480509901,"{'actual_k': 12, 'was_impossible': False}"
11739,2Moro,1546,6.0,3.978149859590164,"{'actual_k': 24, 'was_impossible': False}"
11740,czerkill,30365,9.0,8.18400917416191,"{'actual_k': 5, 'was_impossible': False}"
11741,Zeke25,325,2.8,5.705048104545937,"{'actual_k': 19, 'was_impossible': False}"
11742,allyegra,433,8.0,8.70734357784592,"{'actual_k': 37, 'was_impossible': False}"
11743,marammaram,32542,9.0,7.293370283628434,"{'actual_k': 40, 'was_impossible': False}"
11744,Sakyosa,32281,8.0,9.010579409261881,"{'actual_k': 40, 'was_impossible': False}"
11745,ANIMkka,33094,8.0,7.935623002727532,"{'actual_k': 15, 'was_impossible': False}"
11746,RnD,3270,8.0,8.03336745996934,"{'actual_k': 4, 'was_impossible': False}"
11747,x_rated_bunny,1887,8.0,7.550557651112332,"{'actual_k': 40, 'was_impossible': False}"
11748,Cinx,1029,8.0,6.911455675953668,"{'actual_k': 15, 'was_impossible': False}"
11749,XeroDivide,6291,6.0,5.939954769735935,"{'actual_k': 9, 'was_impossible': False}"
11750,koy,710,9.0,6.533777621662034,"{'actual_k': 33, 'was_impossible': False}"
11751,Ura,29589,8.0,5.753508144532553,"{'actual_k': 18, 'was_impossible': False}"
11752,Takala,30382,7.0,6.456676187135027,"{'actual_k': 6, 'was_impossible': False}"
11753,Hota-chan,12413,7.0,7.480614942705924,"{'actual_k': 40, 'was_impossible': False}"
11754,AcousticHearts,18,9.0,10.0,"{'actual_k': 20, 'was_impossible': False}"
11755,crockmez,18857,7.0,6.286315067537005,"{'actual_k': 30, 'was_impossible': False}"
11756,xacthashtag,28405,7.0,6.288245829763064,"{'actual_k': 14, 'was_impossible': False}"
11757,Kazoo,7054,9.0,7.933965706626649,"{'actual_k': 40, 'was_impossible': False}"
11758,Angelkappa,34580,8.0,6.2686378480727125,"{'actual_k': 4, 'was_impossible': False}"
11759,Xellos88,1095,7.0,6.757736204373741,"{'actual_k': 9, 'was_impossible': False}"
11760,michaelfranchise,2795,3.0,6.426453948716839,"{'actual_k': 23, 'was_impossible': False}"
11761,Baron-McQueso,1546,5.0,4.408710268323113,"{'actual_k': 18, 'was_impossible': False}"
11762,pablerasbsb,31339,8.0,7.624310456452119,"{'actual_k': 40, 'was_impossible': False}"
11763,Angelkappa,35069,4.0,7.447252455200049,"{'actual_k': 1, 'was_impossible': False}"
11764,DeadSnow24th,7,7.0,6.344291562430396,"{'actual_k': 24, 'was_impossible': False}"
11765,raduccio,5530,8.0,8.022265466552728,"{'actual_k': 40, 'was_impossible': False}"
11766,Relama,1889,5.0,7.896458916976003,"{'actual_k': 40, 'was_impossible': False}"
11767,the12thdoctor,298,8.0,7.558948296601257,"{'actual_k': 22, 'was_impossible': False}"
11768,LelouchGM,2899,7.0,7.367144068451013,"{'actual_k': 35, 'was_impossible': False}"
11769,zerop,11633,5.0,5.540377094410102,"{'actual_k': 40, 'was_impossible': False}"
11770,xacthashtag,2685,6.0,7.611253709950839,"{'actual_k': 32, 'was_impossible': False}"
11771,niintysix,21085,8.0,7.186767878079783,"{'actual_k': 24, 'was_impossible': False}"
11772,Yukisan,1699,2.8,7.426253634636404,"{'actual_k': 32, 'was_impossible': False}"
11773,shanoliu,1943,7.0,7.180032808433786,"{'actual_k': 40, 'was_impossible': False}"
11774,xitsmallpie,23289,8.0,7.897736908781191,"{'actual_k': 40, 'was_impossible': False}"
11775,Adamena,4181,10.0,9.335741890738454,"{'actual_k': 40, 'was_impossible': False}"
11776,broodo,32937,8.0,8.028064944432865,"{'actual_k': 40, 'was_impossible': False}"
11777,Lopkir,180,6.0,7.13886001633907,"{'actual_k': 18, 'was_impossible': False}"
11778,kintama,92,3.6,6.883638564349701,"{'actual_k': 3, 'was_impossible': False}"
11779,Noarlar,31637,8.0,8.633617298524737,"{'actual_k': 40, 'was_impossible': False}"
11780,moimat,4999,7.0,6.360415624281771,"{'actual_k': 40, 'was_impossible': False}"
11781,Usui-Nero,22865,8.0,7.928028910422381,"{'actual_k': 26, 'was_impossible': False}"
11782,Hota-chan,31997,6.0,6.4026107197716176,"{'actual_k': 1, 'was_impossible': False}"
11783,Vanroy17,2236,7.0,9.033639719467946,"{'actual_k': 40, 'was_impossible': False}"
11784,Minrae,16694,8.0,7.226725129249621,"{'actual_k': 12, 'was_impossible': False}"
11785,_P4NS1LUUU_,10719,8.0,8.21728818548882,"{'actual_k': 40, 'was_impossible': False}"
11786,Black_Dragon85,21327,7.0,7.360536097585565,"{'actual_k': 39, 'was_impossible': False}"
11787,TryhardCat,17741,7.0,7.153167005495494,"{'actual_k': 23, 'was_impossible': False}"
11788,darthjuno,121,7.0,7.430270758951612,"{'actual_k': 40, 'was_impossible': False}"
11789,captain67,1698,9.0,8.06810234561451,"{'actual_k': 40, 'was_impossible': False}"
11790,Cinx,25777,8.0,7.231605524631674,"{'actual_k': 40, 'was_impossible': False}"
11791,Char-Chan,20457,7.0,7.50930455201277,"{'actual_k': 24, 'was_impossible': False}"
11792,lednera,7724,9.0,6.906498726857347,"{'actual_k': 40, 'was_impossible': False}"
11793,Yavimaya,18397,3.6,6.237437483913791,"{'actual_k': 36, 'was_impossible': False}"
11794,xacthashtag,11209,3.0,4.04256427198413,"{'actual_k': 11, 'was_impossible': False}"
11795,Botanchan,33740,10.0,8.091076874567271,"{'actual_k': 0, 'was_impossible': False}"
11796,Canari,3228,8.0,8.563205471504977,"{'actual_k': 40, 'was_impossible': False}"
11797,UnstableQuantum,20853,1.0,8.820310044704458,"{'actual_k': 40, 'was_impossible': False}"
11798,Yuzuku,10012,7.0,6.65787469867646,"{'actual_k': 22, 'was_impossible': False}"
11799,Croissant07,23227,7.0,8.171879402008127,"{'actual_k': 8, 'was_impossible': False}"
11800,crimsonking12,956,6.0,7.072785737259729,"{'actual_k': 0, 'was_impossible': False}"
11801,corvuscora,28223,10.0,8.233080604611407,"{'actual_k': 40, 'was_impossible': False}"
11802,nekocink,3358,7.0,6.404205015864239,"{'actual_k': 18, 'was_impossible': False}"
11803,zakhan,73,8.0,8.329248145962598,"{'actual_k': 40, 'was_impossible': False}"
11804,aincrad17,18671,9.0,8.008061144311592,"{'actual_k': 40, 'was_impossible': False}"
11805,darkkoichi7,32182,8.0,8.635432418601225,"{'actual_k': 40, 'was_impossible': False}"
11806,WaHwA,35557,8.0,6.1940404361409565,"{'actual_k': 16, 'was_impossible': False}"
11807,Dumnezho,31043,9.0,8.819051028354913,"{'actual_k': 40, 'was_impossible': False}"
11808,xacthashtag,35838,6.0,6.528865498842865,"{'actual_k': 22, 'was_impossible': False}"
11809,Iandaar,11783,4.8,8.100179173914801,"{'actual_k': 20, 'was_impossible': False}"
11810,Baji,1818,7.0,8.97390735889586,"{'actual_k': 40, 'was_impossible': False}"
11811,xXsim00Xx,12505,7.0,7.278726898970723,"{'actual_k': 6, 'was_impossible': False}"
11812,Croissant07,21603,7.0,8.207766042846899,"{'actual_k': 40, 'was_impossible': False}"
11813,Panda_kabob,454,9.0,6.084972996678011,"{'actual_k': 11, 'was_impossible': False}"
11814,Jwoyal,2952,5.0,6.488225842108638,"{'actual_k': 36, 'was_impossible': False}"
11815,ziomalos,6958,7.0,6.225929295846115,"{'actual_k': 3, 'was_impossible': False}"
11816,Hitomi_sama,32995,10.0,7.822239272848254,"{'actual_k': 37, 'was_impossible': False}"
11817,astranagant25,2010,10.0,7.192997498314142,"{'actual_k': 1, 'was_impossible': False}"
11818,kamijoan,6862,8.0,8.258381215669363,"{'actual_k': 38, 'was_impossible': False}"
11819,Arcadian_Legend,1029,7.0,7.687903446999031,"{'actual_k': 22, 'was_impossible': False}"
11820,Volk_Morya,32998,7.0,7.8021907633971095,"{'actual_k': 30, 'was_impossible': False}"
11821,Unmarcel,2001,10.0,8.671735302275103,"{'actual_k': 40, 'was_impossible': False}"
11822,Chemical_Undead,3737,6.0,7.956433419065596,"{'actual_k': 1, 'was_impossible': False}"
11823,bailey-sama,6324,6.0,6.857786222397684,"{'actual_k': 40, 'was_impossible': False}"
11824,Black_Flower_1,8246,1.0,3.5157032856241903,"{'actual_k': 40, 'was_impossible': False}"
11825,TryhardCat,6,8.0,8.871086169100545,"{'actual_k': 40, 'was_impossible': False}"
11826,Pastafaria,934,8.0,7.790208241207891,"{'actual_k': 40, 'was_impossible': False}"
11827,Volk_Morya,34383,4.0,5.603118625724037,"{'actual_k': 13, 'was_impossible': False}"
11828,Bonbonryu,9919,8.0,7.062414730753521,"{'actual_k': 40, 'was_impossible': False}"
11829,edogardo,248,3.0,5.974620927744606,"{'actual_k': 28, 'was_impossible': False}"
11830,And24,2278,7.0,6.23307887784658,"{'actual_k': 3, 'was_impossible': False}"
11831,zipyto,11617,10.0,9.58820975391981,"{'actual_k': 40, 'was_impossible': False}"
11832,Anineou,14227,9.0,9.088464697895152,"{'actual_k': 40, 'was_impossible': False}"
11833,NanoRyuusei,14467,5.0,7.930735584754719,"{'actual_k': 40, 'was_impossible': False}"
11834,netskYm,120,7.0,7.167584920916797,"{'actual_k': 40, 'was_impossible': False}"
11835,LongLimbs,33028,2.8,6.959769443287403,"{'actual_k': 25, 'was_impossible': False}"
11836,Boethia,2993,7.0,7.252860546876173,"{'actual_k': 40, 'was_impossible': False}"
11837,JollyRoger,150,7.0,6.597522216487246,"{'actual_k': 40, 'was_impossible': False}"
11838,karnagecake,14227,5.0,4.896582464711881,"{'actual_k': 40, 'was_impossible': False}"
11839,Yuzuku,5734,8.0,3.6064506306853112,"{'actual_k': 19, 'was_impossible': False}"
11840,KenpachiNoPein,317,5.0,7.542553235735416,"{'actual_k': 40, 'was_impossible': False}"
11841,Shunnsuke,15689,9.0,9.499088545839438,"{'actual_k': 40, 'was_impossible': False}"
11842,TimmoL,46,6.0,6.699150903900729,"{'actual_k': 15, 'was_impossible': False}"
11843,shyguy,6288,6.0,5.711973599903802,"{'actual_k': 14, 'was_impossible': False}"
11844,gait_man,15879,7.0,6.652353905226752,"{'actual_k': 18, 'was_impossible': False}"
11845,RoboleX,29317,7.0,6.689573204935644,"{'actual_k': 22, 'was_impossible': False}"
11846,ziomalos,797,6.0,6.759559599418722,"{'actual_k': 5, 'was_impossible': False}"
11847,HerrRiz,21507,4.0,5.2406891635855555,"{'actual_k': 18, 'was_impossible': False}"
11848,Mikael11,6,9.0,8.100527146156203,"{'actual_k': 40, 'was_impossible': False}"
11849,JLeeson,3229,1.2,6.6748107793890075,"{'actual_k': 24, 'was_impossible': False}"
11850,Cypherkitty,303,10.0,6.719615810232487,"{'actual_k': 10, 'was_impossible': False}"
11851,john_silvermoon,417,8.0,4.064003318810187,"{'actual_k': 11, 'was_impossible': False}"
11852,Annnnnt,23199,9.0,9.06738045624137,"{'actual_k': 40, 'was_impossible': False}"
11853,bakaneko3115,696,9.0,6.3407756926793,"{'actual_k': 14, 'was_impossible': False}"
11854,Yoku,2025,9.0,7.12688141739589,"{'actual_k': 40, 'was_impossible': False}"
11855,XoBkA,209,6.0,6.849413769878868,"{'actual_k': 19, 'was_impossible': False}"
11856,Terad_Versilius,249,10.0,7.040858510886589,"{'actual_k': 40, 'was_impossible': False}"
11857,kajunbowser,10798,10.0,8.165184527813098,"{'actual_k': 29, 'was_impossible': False}"
11858,broodo,759,9.0,8.550127003372083,"{'actual_k': 40, 'was_impossible': False}"
11859,sebastianjorc,10916,3.0,3.3507541245858254,"{'actual_k': 0, 'was_impossible': False}"
11860,Cowboy_Tanaka,5262,2.8,6.312541051250185,"{'actual_k': 25, 'was_impossible': False}"
11861,bakaneko3115,10087,7.0,8.575389261211061,"{'actual_k': 40, 'was_impossible': False}"
11862,czerkill,24997,9.0,8.41307533664713,"{'actual_k': 14, 'was_impossible': False}"
11863,Klains,33489,10.0,7.647630315648204,"{'actual_k': 31, 'was_impossible': False}"
11864,Char-Chan,31798,7.0,7.741832174380026,"{'actual_k': 40, 'was_impossible': False}"
11865,Aerithia1,20,3.6,5.992602658491849,"{'actual_k': 40, 'was_impossible': False}"
11866,bikasuishin,1827,0.8,5.098417174486429,"{'actual_k': 25, 'was_impossible': False}"
11867,LuminousIris,11757,5.0,4.779177595346415,"{'actual_k': 40, 'was_impossible': False}"
11868,iKnowAlvaro,35849,6.0,5.58984902290478,"{'actual_k': 16, 'was_impossible': False}"
11869,Kuro99,31478,8.0,8.82326544368078,"{'actual_k': 40, 'was_impossible': False}"
11870,Dragon_Slayer_X,24625,7.0,7.89527068050154,"{'actual_k': 3, 'was_impossible': False}"
11871,MilkyButtons,30276,7.0,7.891720646821934,"{'actual_k': 40, 'was_impossible': False}"
11872,Ishin,2787,9.0,7.924183162306754,"{'actual_k': 40, 'was_impossible': False}"
11873,xacthashtag,24031,6.0,5.954331357659969,"{'actual_k': 24, 'was_impossible': False}"
11874,Chippy11,9203,6.0,6.365909002414671,"{'actual_k': 7, 'was_impossible': False}"
11875,yameeka,13409,6.0,3.9799916321776836,"{'actual_k': 10, 'was_impossible': False}"
11876,Ahmad_0_0,8460,8.0,7.103977990919293,"{'actual_k': 22, 'was_impossible': False}"
11877,shanoliu,2369,6.0,6.492558754675991,"{'actual_k': 16, 'was_impossible': False}"
11878,Hota-chan,7791,6.0,6.752457730874559,"{'actual_k': 40, 'was_impossible': False}"
11879,bakaneko3115,920,7.0,6.995746153256894,"{'actual_k': 5, 'was_impossible': False}"
11880,Sylethom,32935,10.0,9.03657839160812,"{'actual_k': 40, 'was_impossible': False}"
11881,netskYm,7705,4.0,5.642444811336216,"{'actual_k': 11, 'was_impossible': False}"
11882,pablerasbsb,19,7.0,7.805022050301978,"{'actual_k': 40, 'was_impossible': False}"
11883,justotakuthings2,33506,8.0,6.434890211135557,"{'actual_k': 30, 'was_impossible': False}"
11884,mudjoe2,23273,10.0,9.535237241305882,"{'actual_k': 40, 'was_impossible': False}"
11885,zizzo,226,10.0,9.314761237819619,"{'actual_k': 40, 'was_impossible': False}"
11886,Koenie,18523,5.0,5.466937008001206,"{'actual_k': 13, 'was_impossible': False}"
11887,zipyto,4898,10.0,9.519930565805893,"{'actual_k': 40, 'was_impossible': False}"
11888,aincrad17,22265,10.0,7.634681054185602,"{'actual_k': 40, 'was_impossible': False}"
11889,ZombyOfNight,12549,5.0,4.9849682616159665,"{'actual_k': 40, 'was_impossible': False}"
11890,Funni_Yamato,35889,8.0,7.535415765952379,"{'actual_k': 8, 'was_impossible': False}"
11891,ricebash,529,10.0,8.115991232661534,"{'actual_k': 28, 'was_impossible': False}"
11892,Duer,23321,8.0,7.061873498895479,"{'actual_k': 40, 'was_impossible': False}"
11893,Hitomi_sama,232,9.0,7.6378066688662205,"{'actual_k': 40, 'was_impossible': False}"
11894,Sylethom,2993,6.0,6.355817224875738,"{'actual_k': 40, 'was_impossible': False}"
11895,lednera,15059,8.0,7.499308619686273,"{'actual_k': 15, 'was_impossible': False}"
11896,Paolo_58,223,9.0,8.093129901804307,"{'actual_k': 40, 'was_impossible': False}"
11897,sebastianjorc,11887,5.0,4.507610140799038,"{'actual_k': 40, 'was_impossible': False}"
11898,Elaclairee,2759,7.0,8.159203552118676,"{'actual_k': 40, 'was_impossible': False}"
11899,DepressedTsukasa,3965,9.0,8.06514769505626,"{'actual_k': 16, 'was_impossible': False}"
11900,lednera,19685,5.0,5.949656208962977,"{'actual_k': 24, 'was_impossible': False}"
11901,Hota-chan,272,8.0,5.932233679863584,"{'actual_k': 17, 'was_impossible': False}"
11902,jimbo1023,26351,1.4,2.657992790525623,"{'actual_k': 14, 'was_impossible': False}"
11903,Hota-chan,34561,6.0,7.3340890613029215,"{'actual_k': 31, 'was_impossible': False}"
11904,Ishin,5667,6.0,7.081926786676816,"{'actual_k': 37, 'was_impossible': False}"
11905,poseidon,2961,6.0,6.6537149085931855,"{'actual_k': 36, 'was_impossible': False}"
11906,LittleHat,1735,4.2,5.169015476744608,"{'actual_k': 40, 'was_impossible': False}"
11907,Niev-sama,24175,6.0,6.995801336961224,"{'actual_k': 6, 'was_impossible': False}"
11908,Stingfang,22663,6.0,5.047128410780235,"{'actual_k': 28, 'was_impossible': False}"
11909,Neo_Lander,47,10.0,8.820576957342565,"{'actual_k': 40, 'was_impossible': False}"
11910,XiferVP,17082,7.0,6.773126871393227,"{'actual_k': 20, 'was_impossible': False}"
11911,-Savante-,15689,10.0,8.84259525843055,"{'actual_k': 40, 'was_impossible': False}"
11912,Prince-sama,2117,6.0,5.556736648383249,"{'actual_k': 6, 'was_impossible': False}"
11913,Seera-fi,9331,8.0,6.954618841651912,"{'actual_k': 37, 'was_impossible': False}"
11914,AFilthyWeeb,7769,9.0,7.37440941163023,"{'actual_k': 40, 'was_impossible': False}"
11915,Relama,22147,7.0,6.749798609091091,"{'actual_k': 40, 'was_impossible': False}"
11916,Shunnsuke,11741,10.0,9.602552304910587,"{'actual_k': 40, 'was_impossible': False}"
11917,Usui-Nero,23281,8.0,8.30468041795362,"{'actual_k': 40, 'was_impossible': False}"
11918,Angel629,1482,3.6,7.23900614794156,"{'actual_k': 40, 'was_impossible': False}"
11919,Pururut-sama,433,6.0,7.438356354796438,"{'actual_k': 40, 'was_impossible': False}"
11920,PuppGod,9981,1.0,7.841488558053659,"{'actual_k': 22, 'was_impossible': False}"
11921,shanoliu,10012,8.0,7.254782332367048,"{'actual_k': 21, 'was_impossible': False}"
11922,ThatItIs,2963,9.0,8.613596803835222,"{'actual_k': 36, 'was_impossible': False}"
11923,espada13,6573,8.0,8.862891284826654,"{'actual_k': 40, 'was_impossible': False}"
11924,tkfamilysk,5081,9.0,7.698762613251748,"{'actual_k': 40, 'was_impossible': False}"
11925,AcousticHearts,523,10.0,10.0,"{'actual_k': 40, 'was_impossible': False}"
11926,poseidon,652,3.0,6.2801286953478686,"{'actual_k': 6, 'was_impossible': False}"
11927,Hota-chan,7044,5.0,6.911315965912243,"{'actual_k': 10, 'was_impossible': False}"
11928,XeroDivide,5682,1.2,5.987983848856098,"{'actual_k': 39, 'was_impossible': False}"
11929,mindex475,6574,8.0,7.42882662065017,"{'actual_k': 18, 'was_impossible': False}"
11930,CoyBoy,2787,10.0,9.52191774599943,"{'actual_k': 40, 'was_impossible': False}"
11931,DarkFireblaze28,9656,6.0,7.307929739955107,"{'actual_k': 40, 'was_impossible': False}"
11932,czerkill,3784,10.0,9.659971116497873,"{'actual_k': 40, 'was_impossible': False}"
11933,xDaboi,789,7.0,6.746899665858321,"{'actual_k': 18, 'was_impossible': False}"
11934,Shouichirou,5029,8.0,8.614309097403297,"{'actual_k': 8, 'was_impossible': False}"
11935,sanji714,7593,5.0,5.831213119456979,"{'actual_k': 40, 'was_impossible': False}"
11936,JohnGaltMG,6702,2.8,5.885111318148483,"{'actual_k': 40, 'was_impossible': False}"
11937,TKHilton,1943,8.0,8.23468827826813,"{'actual_k': 40, 'was_impossible': False}"
11938,Boethia,15125,6.0,6.299886803152351,"{'actual_k': 10, 'was_impossible': False}"
11939,Relama,2034,1.2,7.421397492448351,"{'actual_k': 40, 'was_impossible': False}"
11940,_P4NS1LUUU_,32365,7.0,7.808236976709555,"{'actual_k': 14, 'was_impossible': False}"
11941,Auriolus,23383,5.0,6.138479911827673,"{'actual_k': 13, 'was_impossible': False}"
11942,bikasuishin,8915,1.0,5.051502830228188,"{'actual_k': 30, 'was_impossible': False}"
11943,Sesit,13333,6.0,6.255102443958341,"{'actual_k': 23, 'was_impossible': False}"
11944,Shouichirou,32093,7.0,7.677230398681142,"{'actual_k': 34, 'was_impossible': False}"
11945,Aelphais,249,0.6,7.316554860406277,"{'actual_k': 40, 'was_impossible': False}"
11946,Hellghoblin,268,9.0,8.964260953171578,"{'actual_k': 40, 'was_impossible': False}"
11947,Zefyr85,904,8.0,6.349650523447072,"{'actual_k': 29, 'was_impossible': False}"
11948,GasteLLo,8197,4.0,7.442594372699745,"{'actual_k': 12, 'was_impossible': False}"
11949,DragonKL26,11703,6.0,5.754222783734266,"{'actual_k': 38, 'was_impossible': False}"
11950,lkaser,21177,2.8,6.666093528125394,"{'actual_k': 11, 'was_impossible': False}"
11951,S-52,4087,7.0,5.109755861920216,"{'actual_k': 17, 'was_impossible': False}"
11952,Takala,1929,8.0,7.694022832774139,"{'actual_k': 2, 'was_impossible': False}"
11953,NemesisHQ,28423,7.0,5.524531506926505,"{'actual_k': 15, 'was_impossible': False}"
11954,ziomalos,11597,9.0,8.369445545437827,"{'actual_k': 40, 'was_impossible': False}"
11955,xacthashtag,35964,3.6,2.132216796294132,"{'actual_k': 2, 'was_impossible': False}"
11956,yokochan,523,10.0,9.136235267174088,"{'actual_k': 40, 'was_impossible': False}"
11957,Stunnakun,15379,7.0,5.278394578685172,"{'actual_k': 40, 'was_impossible': False}"
11958,yameeka,4654,5.0,5.046728353016441,"{'actual_k': 40, 'was_impossible': False}"
11959,nanko2006,28121,10.0,9.879445248151077,"{'actual_k': 40, 'was_impossible': False}"
11960,Usui-Nero,5909,8.0,8.5897200121238,"{'actual_k': 40, 'was_impossible': False}"
11961,shanoliu,8277,6.0,4.788092388148672,"{'actual_k': 35, 'was_impossible': False}"
11962,RaijinKiba,6547,10.0,8.792346321294353,"{'actual_k': 40, 'was_impossible': False}"
11963,Hota-chan,12637,6.0,6.173196366989807,"{'actual_k': 4, 'was_impossible': False}"
