,uid,iid,r_ui,est,details
3803,magraun,3588,9.0,8.762208356352094,{'was_impossible': False}
3804,Black_Swanny,5356,7.0,9.696119099028392,{'was_impossible': False}
3805,shouAdZ_MAL,14741,9.0,9.028715028753949,{'was_impossible': False}
3806,XoBkA,889,8.0,9.174514013245856,{'was_impossible': False}
3807,DenCB,120,8.0,8.336671203251008,{'was_impossible': False}
3808,naki,34822,8.0,9.04674247963119,{'was_impossible': False}
3809,shouAdZ_MAL,21855,9.0,9.175743728133163,{'was_impossible': False}
3810,Yakuhl,9062,7.0,5.774676275878558,{'was_impossible': False}
3811,scienta,7311,8.0,8.298400404722486,{'was_impossible': False}
3812,shyguy,17341,6.0,6.02428757827092,{'was_impossible': False}
3813,LeonoraLibra,10719,8.0,8.539142072538784,{'was_impossible': False}
3814,HarunoSakura,2923,8.0,5.5371508734716475,{'was_impossible': False}
3815,bailey-sama,27899,9.0,7.508749155019791,{'was_impossible': False}
3816,bikasuishin,4866,7.0,4.464292595680477,{'was_impossible': False}
3817,Hota-chan,17843,5.0,6.33325108619856,{'was_impossible': False}
3818,KurokawaRyou,5097,7.0,7.9022808907242235,{'was_impossible': False}
3819,MariellaMiracle,23289,9.0,8.396121381379295,{'was_impossible': False}
3820,Luica,16866,7.0,7.704607542536625,{'was_impossible': False}
3821,Knighty,6213,9.0,7.89765625106485,{'was_impossible': False}
3822,penquguu,10087,9.0,9.21368381615004,{'was_impossible': False}
3823,crockmez,585,9.0,7.831674014471738,{'was_impossible': False}
3824,captain67,276,8.0,6.142313047621045,{'was_impossible': False}
3825,lost_prophets,10719,1.0,7.937510472631429,{'was_impossible': False}
3826,Pururut-sama,8407,8.0,6.19717787284134,{'was_impossible': False}
3827,xacthashtag,400,7.0,7.037105920809948,{'was_impossible': False}
3828,LigerZero248,8840,10.0,9.40513934173948,{'was_impossible': False}
3829,ReverseZero,13601,7.0,6.858786312638742,{'was_impossible': False}
3830,JLeeson,6007,7.0,7.5904133831884515,{'was_impossible': False}
3831,GabryBon,2030,8.0,6.654489979923762,{'was_impossible': False}
3832,Canari,11761,7.0,6.954990128183475,{'was_impossible': False}
3833,ohmyL202,30885,8.0,8.894423460080173,{'was_impossible': False}
3834,Diego3000,8424,7.0,7.105817305861017,{'was_impossible': False}
3835,Mihoshi,28497,9.0,8.274723188005096,{'was_impossible': False}
3836,Paradigme,7311,9.0,8.795213264883113,{'was_impossible': False}
3837,Cloudiez,29513,6.0,6.468420373979269,{'was_impossible': False}
3838,Paradigme,13125,9.0,8.113447021749703,{'was_impossible': False}
3839,LelouchGM,904,7.0,7.2329605847776115,{'was_impossible': False}
3840,Josay,47,6.0,7.844605314439111,{'was_impossible': False}
3841,Acperience,16870,10.0,5.676059613644325,{'was_impossible': False}
3842,ziomalos,23301,7.0,6.69541729483571,{'was_impossible': False}
3843,dgnshtr,12549,4.0,5.578100396352131,{'was_impossible': False}
3844,Rusku,8841,10.0,8.510094631221206,{'was_impossible': False}
3845,ziomalos,21185,8.0,6.832052266309004,{'was_impossible': False}
3846,Cinx,16009,7.0,6.879956723869957,{'was_impossible': False}
3847,xXsim00Xx,5940,7.0,6.897697193398594,{'was_impossible': False}
3848,Kazoo,20545,7.0,6.53695301103181,{'was_impossible': False}
3849,Cloudiez,17082,5.0,5.16394572108258,{'was_impossible': False}
3850,Rogernarok,35714,5.0,5.043210142507043,{'was_impossible': False}
3851,xDivinityXD,1564,8.0,9.362182516792855,{'was_impossible': False}
3852,Rosencruez,31196,7.0,7.029862342462757,{'was_impossible': False}
3853,lumdmc,10030,8.0,8.214627725637781,{'was_impossible': False}
3854,Capt_Bob,29589,1.0,2.6087236999458354,{'was_impossible': False}
3855,shanoliu,2034,8.0,6.491398314609885,{'was_impossible': False}
3856,Farhana_Luba,27653,7.0,7.097102079937339,{'was_impossible': False}
3857,shrouddd,2034,7.0,6.4588314815853725,{'was_impossible': False}
3858,valerio1232,16742,7.0,6.428908038578523,{'was_impossible': False}
3859,W-General,355,7.0,7.94279537335909,{'was_impossible': False}
3860,AnotherWish,28927,7.0,5.709007735274625,{'was_impossible': False}
3861,Paolo_58,228,8.0,8.427634915494094,{'was_impossible': False}
3862,ian0697,1735,4.8,4.930929833137572,{'was_impossible': False}
3863,Alexsandra-Coeva,101,6.0,7.230177973121502,{'was_impossible': False}
3864,xacthashtag,34420,1.8,3.7408245487486935,{'was_impossible': False}
3865,Niev-sama,23755,10.0,8.863589754848476,{'was_impossible': False}
3866,bakaneko3115,528,8.0,8.436247410731841,{'was_impossible': False}
3867,pariswriter,834,7.0,7.355532834829814,{'was_impossible': False}
3868,Antarael,2175,8.0,7.171652858998309,{'was_impossible': False}
3869,bailey-sama,120,9.0,6.409520247322437,{'was_impossible': False}
3870,Funni_Yamato,899,8.0,7.526079770110521,{'was_impossible': False}
3871,PuppGod,18195,10.0,8.906186067259293,{'was_impossible': False}
3872,xacthashtag,6746,9.0,8.138739490309817,{'was_impossible': False}
3873,Sapiel,170,7.0,6.65225875494111,{'was_impossible': False}
3874,tkfamilysk,20507,4.8,6.647170616025347,{'was_impossible': False}
3875,CoyBoy,19759,6.0,9.414898893649676,{'was_impossible': False}
3876,Lopkir,2593,9.0,8.20189197568837,{'was_impossible': False}
3877,NanoRyuusei,10719,7.0,6.65877846082953,{'was_impossible': False}
3878,Sapiel,1576,7.0,6.8147607393313425,{'was_impossible': False}
3879,Freddeeeee,30240,9.0,7.141532502232972,{'was_impossible': False}
3880,Tationax,512,8.0,8.676984555856187,{'was_impossible': False}
3881,Angelkappa,1640,4.0,7.593660739935482,{'was_impossible': False}
3882,sumikk0,3088,7.0,7.412246282639611,{'was_impossible': False}
3883,Takala,813,9.0,8.931892451378408,{'was_impossible': False}
3884,Caticat96,4752,10.0,8.442541414215476,{'was_impossible': False}
3885,victorwendigo,5355,5.0,7.42144088360589,{'was_impossible': False}
3886,Ishin,9958,8.0,7.051093999702565,{'was_impossible': False}
3887,Takala,12031,8.0,9.29698727786257,{'was_impossible': False}
3888,Usui-Nero,133,7.0,7.582331094718155,{'was_impossible': False}
3889,Kazoo,31772,7.0,7.370397088992287,{'was_impossible': False}
3890,Takala,7268,7.0,8.719788828246257,{'was_impossible': False}
3891,dioshio,34591,4.8,6.922875393945996,{'was_impossible': False}
3892,ginko-chan,199,10.0,9.034731742823505,{'was_impossible': False}
3893,AnotherWish,1847,5.0,6.879686628150065,{'was_impossible': False}
3894,VR-Yan,21677,8.0,7.185040282474803,{'was_impossible': False}
3895,Huppu,120,9.0,7.280219820465185,{'was_impossible': False}
3896,RnD,290,9.0,7.962284020528834,{'was_impossible': False}
3897,TrickMirror,10080,8.0,7.64704684238481,{'was_impossible': False}
3898,Alabama,138,8.0,7.767732291565011,{'was_impossible': False}
3899,Dokke,7592,2.8,6.591789559935604,{'was_impossible': False}
3900,Kurocon,10604,7.0,7.19374454729836,{'was_impossible': False}
3901,Takala,5040,8.0,8.583161702980437,{'was_impossible': False}
3902,FrancisUnderwood,20047,5.0,5.351205422165805,{'was_impossible': False}
3903,czerkill,15689,9.0,8.612675776074408,{'was_impossible': False}
3904,Ahmad_0_0,23237,4.8,7.142532057448539,{'was_impossible': False}
3905,RaZhar,16918,8.0,7.772001614051579,{'was_impossible': False}
3906,Sousara,31904,1.2,3.7659863032528236,{'was_impossible': False}
3907,kamijoan,11597,8.0,8.23069264136167,{'was_impossible': False}
3908,Lord0Link,5369,6.0,7.068955451581658,{'was_impossible': False}
3909,Kanoe-san,462,7.0,6.630062476471767,{'was_impossible': False}
3910,naki,855,1.0,6.5836268047454025,{'was_impossible': False}
3911,xDaboi,17777,6.0,5.689678518311926,{'was_impossible': False}
3912,gustaffen,6974,7.0,7.429404741634226,{'was_impossible': False}
3913,Acperience,22043,10.0,6.142935551877746,{'was_impossible': False}
3914,AcousticHearts,532,10.0,9.215072601912047,{'was_impossible': False}
3915,Karyna,6500,8.0,7.192771011755678,{'was_impossible': False}
3916,Aabo0,19211,7.0,7.239623509914725,{'was_impossible': False}
3917,Anineou,2927,9.0,9.0734213498183,{'was_impossible': False}
3918,GasteLLo,20785,6.0,5.787232721830535,{'was_impossible': False}
3919,NanoRyuusei,35905,7.0,6.874195147025415,{'was_impossible': False}
3920,busterdobermann,269,8.0,6.087760346023905,{'was_impossible': False}
3921,AnotherWish,33129,6.0,6.001046512774253,{'was_impossible': False}
3922,shouAdZ_MAL,8425,10.0,9.453597305031717,{'was_impossible': False}
3923,Kuro99,5081,10.0,9.287112170317938,{'was_impossible': False}
3924,Hota-chan,2832,7.0,6.224478896319924,{'was_impossible': False}
3925,REDNomad,2251,8.0,7.722091220284164,{'was_impossible': False}
3926,karnagecake,9776,1.0,3.0663320857815886,{'was_impossible': False}
3927,Percussio,4789,9.0,7.466522916229153,{'was_impossible': False}
3928,zerorider,6707,4.0,5.999089650078654,{'was_impossible': False}
3929,Sylethom,27957,7.0,7.126075339927519,{'was_impossible': False}
3930,curepassion,21075,10.0,8.309173258560671,{'was_impossible': False}
3931,daimonass,24439,6.0,6.635942783581144,{'was_impossible': False}
3932,moimat,17265,8.0,7.500385955186882,{'was_impossible': False}
3933,yAoIfAn18,550,10.0,9.650601377522108,{'was_impossible': False}
3934,Ishin,7647,7.0,7.257997362540083,{'was_impossible': False}
3935,darthghost,2248,6.0,6.446032106424958,{'was_impossible': False}
3936,Pururut-sama,14921,6.0,5.999688094363332,{'was_impossible': False}
3937,CrixuAMG,4654,7.0,7.080478446691976,{'was_impossible': False}
3938,corvuscora,855,7.0,5.969428786803942,{'was_impossible': False}
3939,Noarlar,19315,3.0,4.410726734813012,{'was_impossible': False}
3940,ardi00quanta,6712,4.8,5.940623296517264,{'was_impossible': False}
3941,Hawka88,21881,8.0,7.010371699606387,{'was_impossible': False}
3942,xDivinityXD,27631,5.4,6.583457523296757,{'was_impossible': False}
3943,Iandaar,846,7.0,8.322867333800257,{'was_impossible': False}
3944,taurenmale,4999,7.0,8.810809033265654,{'was_impossible': False}
3945,Dante_Sword_,11235,8.0,8.896952583638074,{'was_impossible': False}
3946,Alderaminn,10687,4.0,5.591508568732018,{'was_impossible': False}
3947,Terrorking,9608,5.0,5.616263546128641,{'was_impossible': False}
3948,Jorbeany,18897,8.0,7.7744272663309975,{'was_impossible': False}
3949,DukeofMurk,12119,2.4,5.96661763679991,{'was_impossible': False}
3950,Shalzhatar,14829,6.0,6.510932316621843,{'was_impossible': False}
3951,Arakello,34028,4.0,5.1040738639927845,{'was_impossible': False}
3952,rolling_dayz,3447,10.0,7.456519091083853,{'was_impossible': False}
3953,Seera-fi,11491,7.0,7.194977078757396,{'was_impossible': False}
3954,Agaters,6392,1.0,4.873522124574187,{'was_impossible': False}
3955,CrixuAMG,120,6.0,5.073585993796703,{'was_impossible': False}
3956,Paradigme,32282,8.0,8.768155487725053,{'was_impossible': False}
3957,czerkill,9379,9.0,8.254983932288145,{'was_impossible': False}
3958,Hawka88,428,7.0,6.581381235685953,{'was_impossible': False}
3959,AFilthyWeeb,32648,10.0,7.632571312919286,{'was_impossible': False}
3960,Bakamon787,4181,10.0,9.349897204207334,{'was_impossible': False}
3961,shanoliu,36548,6.0,6.0087343354985565,{'was_impossible': False}
3962,Joolee,208,7.0,7.29362184803533,{'was_impossible': False}
3963,Croissant07,17247,7.0,7.908061802002117,{'was_impossible': False}
3964,Cinx,2904,9.0,8.7310152957099,{'was_impossible': False}
3965,Duer,1408,9.0,6.727564790566167,{'was_impossible': False}
3966,rafi234,16782,9.0,7.25325574717963,{'was_impossible': False}
3967,Paolo_58,12355,7.0,9.116464799511686,{'was_impossible': False}
3968,feng_deadshot,1709,6.0,7.334302902747133,{'was_impossible': False}
3969,Baron-McQueso,1575,1.2,7.5540024469757014,{'was_impossible': False}
3970,JollyRoger,6918,0.4,5.65843529600301,{'was_impossible': False}
3971,ctrlkun,6351,8.0,7.55873856963894,{'was_impossible': False}
3972,Meyenam,31483,6.0,5.350679364103071,{'was_impossible': False}
3973,justotakuthings2,1535,10.0,7.866954578577656,{'was_impossible': False}
3974,Takara94,36220,8.0,7.495125340840607,{'was_impossible': False}
3975,czerkill,25689,8.0,7.9053621916195205,{'was_impossible': False}
3976,Alepiano,20047,3.6,7.727449846832867,{'was_impossible': False}
3977,Aerithia1,3389,8.0,6.220704326946961,{'was_impossible': False}
3978,RelentlessNite,777,9.0,8.066481268126727,{'was_impossible': False}
3979,LuminousIris,33,8.0,8.215005391161274,{'was_impossible': False}
3980,ZombyOfNight,6594,7.0,6.985950130631541,{'was_impossible': False}
3981,Wanyac,6325,7.0,6.582430861484834,{'was_impossible': False}
3982,Duer,32698,8.0,7.3510239192056375,{'was_impossible': False}
3983,Nibji,222,9.0,7.741978935403145,{'was_impossible': False}
3984,Vanroy17,512,10.0,8.616468315336503,{'was_impossible': False}
3985,Yuzuku,6023,7.0,4.545456768337998,{'was_impossible': False}
3986,Capt_Bob,30782,1.0,2.4547155928778706,{'was_impossible': False}
3987,Gbriell,10719,8.0,8.139411872543578,{'was_impossible': False}
3988,CatGroove,523,9.0,7.968798867213422,{'was_impossible': False}
3989,Z-Dante,30276,8.0,8.185585786400868,{'was_impossible': False}
3990,TheNamesReece,9919,7.0,7.674228664530594,{'was_impossible': False}
3991,bilel,21405,5.0,6.610135485835522,{'was_impossible': False}
3992,erumodepon,2923,1.8,6.524918556598244,{'was_impossible': False}
3993,And24,350,8.0,7.241241754313064,{'was_impossible': False}
3994,Mihoshi,3228,9.0,6.989874508017987,{'was_impossible': False}
3995,HalfAnOreo,4654,7.0,8.466470346708395,{'was_impossible': False}
3996,Joolee,10163,7.0,9.005258166325959,{'was_impossible': False}
3997,Rogerli10,9736,8.0,7.499406207932698,{'was_impossible': False}
3998,Ausemere,31181,7.0,6.508739553549966,{'was_impossible': False}
3999,Scieska,25781,9.0,7.4937186890346545,{'was_impossible': False}
4000,scienta,6547,9.0,7.864575772825934,{'was_impossible': False}
4001,aincrad17,31378,7.0,7.74874076628427,{'was_impossible': False}
4002,TheSadisticGod,12729,7.0,6.058098558541166,{'was_impossible': False}
4003,Moon-Breaker,16157,3.0,5.938337993756975,{'was_impossible': False}
4004,Clefairy_Nanashi,34642,7.0,7.876240555876118,{'was_impossible': False}
4005,Torah,2966,10.0,9.263264768813242,{'was_impossible': False}
4006,Duer,12967,0.8,6.2971885659241025,{'was_impossible': False}
4007,AnotherWish,4918,8.0,7.004164367048665,{'was_impossible': False}
4008,Exia23,269,4.2,4.384319074768317,{'was_impossible': False}
4009,WaHwA,12119,6.0,2.958233656782741,{'was_impossible': False}
4010,edogardo,1669,7.0,7.264301001508728,{'was_impossible': False}
4011,Yakuhl,8424,8.0,8.808771586801157,{'was_impossible': False}
4012,iamnobody321,2952,9.0,8.809292259637184,{'was_impossible': False}
4013,nicnac,2597,10.0,8.371880174848513,{'was_impossible': False}
4014,Melita_H,19855,7.0,4.612900646405528,{'was_impossible': False}
4015,DukeofMurk,18617,9.0,8.657735740084767,{'was_impossible': False}
4016,LadyTomoyo,6594,7.0,8.470075270444244,{'was_impossible': False}
4017,Terrorking,3572,1.2,6.672701892868649,{'was_impossible': False}
4018,Hawka88,11759,7.0,6.148615885873339,{'was_impossible': False}
4019,Duer,15379,8.0,6.63452719318766,{'was_impossible': False}
4020,2Moro,10884,0.8,5.3998434216865805,{'was_impossible': False}
4021,reira,19117,7.0,8.168756977366819,{'was_impossible': False}
4022,sothoth,384,3.0,4.087511397493558,{'was_impossible': False}
4023,-weilyem-,195,7.0,9.176533524471653,{'was_impossible': False}
4024,wouahho,934,8.0,8.566761221877574,{'was_impossible': False}
4025,naki,9513,1.4,6.7397365643495055,{'was_impossible': False}
4026,Minrae,33046,4.0,6.939956562607051,{'was_impossible': False}
4027,Faeez,34148,6.0,7.444349818251487,{'was_impossible': False}
4028,Caslanthe,28297,7.0,7.659181952981638,{'was_impossible': False}
4029,endlessurge,553,8.0,7.177208148407033,{'was_impossible': False}
4030,penquguu,6392,4.0,6.371012226929981,{'was_impossible': False}
4031,yokochan,199,6.0,9.044457157138416,{'was_impossible': False}
4032,CoyBoy,32937,9.0,9.686963921472566,{'was_impossible': False}
4033,davonta,1837,7.0,7.4993889916825776,{'was_impossible': False}
4034,Nelphs,13709,9.0,6.868257469066165,{'was_impossible': False}
4035,WaHwA,20973,0.8,1.4218009072172286,{'was_impossible': False}
4036,xOlciq,9741,6.0,5.532625932622124,{'was_impossible': False}
4037,Skeletti,9936,7.0,5.815223401405884,{'was_impossible': False}
4038,sebastiin25,3407,10.0,7.02810480286332,{'was_impossible': False}
4039,Shouichirou,11553,8.0,7.839859348956162,{'was_impossible': False}
4040,xacthashtag,32899,5.0,6.17951952280454,{'was_impossible': False}
4041,MasterOfElements,3667,9.0,6.40839318570311,{'was_impossible': False}
4042,Diego3000,9587,8.0,7.036083577569604,{'was_impossible': False}
4043,RoboleX,16201,7.0,6.7182317500882105,{'was_impossible': False}
4044,propheaker,7724,4.0,7.52522491247503,{'was_impossible': False}
4045,RaZhar,2167,7.0,7.6728099768175095,{'was_impossible': False}
4046,A_Singh23,14513,9.0,5.743589254621332,{'was_impossible': False}
4047,Xellos88,5258,9.0,6.542271617028436,{'was_impossible': False}
4048,Hota-chan,17901,8.0,6.846626491577762,{'was_impossible': False}
4049,Duer,668,4.0,4.299024365472151,{'was_impossible': False}
4050,Ahmad_0_0,13601,8.0,7.376653699593762,{'was_impossible': False}
4051,Hota-chan,2471,6.0,5.48063755810311,{'was_impossible': False}
4052,dante077,8934,9.0,8.78805130973095,{'was_impossible': False}
4053,And24,23787,6.0,7.874432667134263,{'was_impossible': False}
4054,Bryce-kun,19647,8.0,8.214506382891585,{'was_impossible': False}
4055,Clefairy_Nanashi,5118,7.0,7.699718362865385,{'was_impossible': False}
4056,kamijoan,2904,9.0,9.38484200192445,{'was_impossible': False}
4057,elijha,2129,6.0,5.766640587370974,{'was_impossible': False}
4058,AcousticHearts,481,10.0,9.559147334079352,{'was_impossible': False}
4059,edogardo,12355,10.0,8.222655455895282,{'was_impossible': False}
4060,Brompot90,11553,7.0,7.79324270662977,{'was_impossible': False}
4061,Number_8,4059,9.0,8.426857420435343,{'was_impossible': False}
4062,squill,27387,5.0,6.310039058965948,{'was_impossible': False}
4063,boro_sjp,4059,10.0,9.104337975276666,{'was_impossible': False}
4064,CareFreeLeaf,1519,10.0,8.70792551845867,{'was_impossible': False}
4065,Century_Orion,34561,10.0,7.627588227776087,{'was_impossible': False}
4066,Acperience,173,9.0,9.4803383996373,{'was_impossible': False}
4067,NanoRyuusei,23209,8.0,6.808807473224954,{'was_impossible': False}
4068,Shi_a,1370,5.0,6.721499040681476,{'was_impossible': False}
4069,RaijinKiba,431,10.0,8.947515127108346,{'was_impossible': False}
4070,-Savante-,2605,6.0,8.335407519303127,{'was_impossible': False}
4071,broodo,23283,8.0,7.337522379059918,{'was_impossible': False}
4072,Sapiel,237,6.0,5.053684000305427,{'was_impossible': False}
4073,Wesley36,32313,8.0,8.105119379496188,{'was_impossible': False}
4074,Seera-fi,464,10.0,7.1692979791589515,{'was_impossible': False}
4075,YatoSamaSensei,585,7.0,7.231978253765958,{'was_impossible': False}
4076,VR-Yan,33988,9.0,8.692245671895058,{'was_impossible': False}
4077,Phlanel,9919,7.0,8.19063796512541,{'was_impossible': False}
4078,DeadSnow24th,18679,8.0,8.10929388238994,{'was_impossible': False}
4079,ChilledKomodo,22319,8.0,7.446155683327836,{'was_impossible': False}
4080,TryhardCat,20457,7.0,7.499141449010679,{'was_impossible': False}
4081,Hota-chan,24821,6.0,7.188553374648013,{'was_impossible': False}
4082,gait_man,3652,8.0,6.881234426552737,{'was_impossible': False}
4083,aincrad17,31741,8.0,7.3016134301091355,{'was_impossible': False}
4084,Achight,30,8.0,8.235946005334688,{'was_impossible': False}
4085,ThePKNess,1535,9.0,9.199934467141318,{'was_impossible': False}
4086,CrixuAMG,2889,7.0,7.141209408749563,{'was_impossible': False}
4087,Kasderan,30276,8.0,7.818759586518095,{'was_impossible': False}
4088,Marshall_Law,11933,0.8,7.219800354156655,{'was_impossible': False}
4089,Dragon_Slayer_X,10087,9.0,9.089498264732292,{'was_impossible': False}
4090,captain67,9724,9.0,7.502353926079653,{'was_impossible': False}
4091,ziomalos,31178,7.0,6.839241524181959,{'was_impossible': False}
4092,Grifon_600,1,9.0,8.608520222784168,{'was_impossible': False}
4093,Shouichirou,7041,8.0,7.45086908061955,{'was_impossible': False}
4094,Yuzuku,10213,7.0,4.885104670134845,{'was_impossible': False}
4095,lednera,9379,9.0,6.27070721922926,{'was_impossible': False}
4096,Terad_Versilius,6060,9.0,7.924536143712646,{'was_impossible': False}
4097,Takala,3457,8.0,7.728204971779238,{'was_impossible': False}
4098,corvuscora,3456,6.0,5.880130100690458,{'was_impossible': False}
4099,CharisFalling,8768,8.0,7.232379357679938,{'was_impossible': False}
4100,paulz,3712,9.0,8.321163068843928,{'was_impossible': False}
4101,koy,1943,9.0,7.700305274577126,{'was_impossible': False}
4102,Friddan,6773,8.0,5.661893317889901,{'was_impossible': False}
4103,dracozauryks,199,8.0,7.803753018991433,{'was_impossible': False}
4104,hampedahl,15379,9.0,6.601240478867191,{'was_impossible': False}
4105,kingofkings,467,2.4,5.135129714888742,{'was_impossible': False}
4106,GlennQ,13335,4.0,7.482580762928501,{'was_impossible': False}
4107,lednera,9220,6.0,5.782096055323865,{'was_impossible': False}
4108,snowgirl911,1668,8.0,8.045269597879763,{'was_impossible': False}
4109,Morakillo,30749,5.0,5.115772943826859,{'was_impossible': False}
4110,CoyBoy,32995,0.6,8.66368204517767,{'was_impossible': False}
4111,bekileik,6895,10.0,6.850802262492845,{'was_impossible': False}
4112,tvlookplay,199,10.0,10.0,{'was_impossible': False}
4113,lednera,3785,8.0,7.641255551323345,{'was_impossible': False}
4114,Wanyac,16694,7.0,7.327512028238309,{'was_impossible': False}
4115,KeigoAtobe007,355,3.2,7.49024116773675,{'was_impossible': False}
4116,shanoliu,440,1.0,6.179128135636759,{'was_impossible': False}
4117,Marlin_230,93,10.0,9.503004488148527,{'was_impossible': False}
4118,Gairu15,7655,8.0,9.582623220241274,{'was_impossible': False}
4119,Yoku,644,8.0,7.367917581262533,{'was_impossible': False}
4120,Aelphais,2993,8.0,6.823892781412159,{'was_impossible': False}
4121,RelentlessNite,28677,8.0,7.388971597156326,{'was_impossible': False}
4122,LigerZero248,16498,10.0,9.833654383692927,{'was_impossible': False}
4123,naki,9981,1.4,4.777347455830469,{'was_impossible': False}
4124,Gabi666,10163,10.0,6.428167930085596,{'was_impossible': False}
4125,Degurechaff_-,8769,8.0,7.436056643479924,{'was_impossible': False}
4126,Gabi666,801,10.0,9.359813971469737,{'was_impossible': False}
4127,Paradigme,17247,7.0,6.522662172045197,{'was_impossible': False}
4128,TimmoL,1269,5.0,6.770090957067131,{'was_impossible': False}
4129,corvuscora,1571,8.0,5.830268877350823,{'was_impossible': False}
4130,bikasuishin,4224,9.0,6.819634219229278,{'was_impossible': False}
4131,magnetic-ai,97,7.0,8.133228312047375,{'was_impossible': False}
4132,dante077,8074,10.0,7.329166351960935,{'was_impossible': False}
4133,Hota-chan,28063,6.0,6.6155568810829015,{'was_impossible': False}
4134,crowd15,13759,8.0,8.465920166341988,{'was_impossible': False}
4135,Lopkir,29786,8.0,6.548601693529136,{'was_impossible': False}
4136,Kaitox1412,23283,10.0,9.756716657851955,{'was_impossible': False}
4137,Takala,25283,6.0,7.394371302270068,{'was_impossible': False}
4138,bart_j,6746,7.0,8.42683875792539,{'was_impossible': False}
4139,Gairu15,6030,7.0,8.179960939796077,{'was_impossible': False}
4140,Char-Chan,25341,7.0,7.560323506097236,{'was_impossible': False}
4141,Funni_Yamato,2848,7.0,7.883106202471236,{'was_impossible': False}
4142,bikasuishin,67,5.0,4.741341067408446,{'was_impossible': False}
4143,czerkill,14575,8.0,8.804915671558458,{'was_impossible': False}
4144,shyguy,2596,2.8,5.8738994147814845,{'was_impossible': False}
4145,shanoliu,14967,7.0,7.371062290619572,{'was_impossible': False}
4146,Leticia842,11843,3.6,7.900217742629219,{'was_impossible': False}
4147,lerkurio,6922,7.0,7.9668165280997085,{'was_impossible': False}
4148,Black_Dragon85,14967,8.0,7.864607875268689,{'was_impossible': False}
4149,nano_desu,4896,6.0,6.566378757296692,{'was_impossible': False}
4150,Harazaki,11319,4.0,8.848278685419265,{'was_impossible': False}
4151,navizoan,30778,7.0,7.267694820878092,{'was_impossible': False}
4152,LadyTomoyo,28121,8.0,7.644402334165753,{'was_impossible': False}
4153,moimat,356,9.0,6.961346225391257,{'was_impossible': False}
4154,zipyto,10418,10.0,9.019205204595309,{'was_impossible': False}
4155,KenpachiNoPein,1008,6.0,7.36125217587999,{'was_impossible': False}
4156,Paradigme,10863,10.0,8.73541466165684,{'was_impossible': False}
4157,moimat,2993,7.0,7.419102194331258,{'was_impossible': False}
4158,riplikeriptide,17513,3.6,3.997489457142553,{'was_impossible': False}
4159,MUJ97,2512,6.0,7.7025718942188535,{'was_impossible': False}
4160,DarkFireblaze28,3048,0.4,6.23091104609848,{'was_impossible': False}
4161,poseidon,91,6.0,7.433277965590512,{'was_impossible': False}
4162,scienta,541,7.0,6.818632708805721,{'was_impossible': False}
4163,slytheriness1217,1840,8.0,7.953365504577251,{'was_impossible': False}
4164,Yavimaya,4752,7.0,6.511075197269731,{'was_impossible': False}
4165,Yakuhl,28387,1.0,5.888614720686957,{'was_impossible': False}
4166,sebastianjorc,20159,4.0,4.33317306460583,{'was_impossible': False}
4167,Tokisaurus,8769,3.2,7.355146980098984,{'was_impossible': False}
4168,Elaclairee,22789,7.0,6.483598724809436,{'was_impossible': False}
4169,yameeka,15583,5.0,3.4211084945967825,{'was_impossible': False}
4170,wiseowl,90,7.0,7.556567299504122,{'was_impossible': False}
4171,yAoIfAn18,2923,10.0,9.309574204499405,{'was_impossible': False}
4172,shouAdZ_MAL,7647,8.0,8.637292965135995,{'was_impossible': False}
4173,Lopkir,23327,2.8,7.279847241762058,{'was_impossible': False}
4174,CrixuAMG,14921,7.0,5.258587565764803,{'was_impossible': False}
4175,paoloww,2432,3.0,3.8958637074187092,{'was_impossible': False}
4176,Unmarcel,23301,8.0,5.304280388005728,{'was_impossible': False}
4177,Zefyr85,3713,8.0,6.601651340026769,{'was_impossible': False}
4178,Clefairy_Nanashi,29758,6.0,6.104722679042743,{'was_impossible': False}
4179,czerkill,35849,5.4,6.749234342498081,{'was_impossible': False}
4180,Acperience,721,10.0,6.7032047415188885,{'was_impossible': False}
4181,Saori-chan,175,8.0,6.284035299641325,{'was_impossible': False}
4182,BtmoU,16498,6.0,7.581960302948868,{'was_impossible': False}
4183,KenpachiNoPein,33654,7.0,6.453698932655632,{'was_impossible': False}
4184,Hawka88,16035,7.0,6.07741034148997,{'was_impossible': False}
4185,Wesley36,32491,10.0,8.500119942475347,{'was_impossible': False}
4186,LuminousIris,15117,7.0,5.702605974472054,{'was_impossible': False}
4187,officialjolyne,18115,8.0,8.312093799755033,{'was_impossible': False}
4188,kim-san,1222,10.0,8.544054853482923,{'was_impossible': False}
4189,AFilthyWeeb,19023,7.0,7.776047074661501,{'was_impossible': False}
4190,navizoan,31716,7.0,6.999140722919125,{'was_impossible': False}
4191,Lord0Link,8525,8.0,7.881686402967631,{'was_impossible': False}
4192,Gairu15,20689,8.0,8.932719477375551,{'was_impossible': False}
4193,xDaboi,9252,9.0,8.212903979444146,{'was_impossible': False}
4194,Shouichirou,5507,8.0,7.96024533420802,{'was_impossible': False}
4195,Friddan,19363,9.0,7.852096522461399,{'was_impossible': False}
4196,DragonKL26,11761,7.0,5.772060467812972,{'was_impossible': False}
4197,Farhana_Luba,8358,7.0,7.680905184382875,{'was_impossible': False}
