,uid,iid,r_ui,est,details
3230,AikawaSuzaharaX4,1530,10.0,9.254662777369957,"{'actual_k': 40, 'was_impossible': False}"
3231,Relama,31174,7.0,7.61471169104728,"{'actual_k': 15, 'was_impossible': False}"
3232,xacthashtag,14735,7.0,7.295687304012977,"{'actual_k': 7, 'was_impossible': False}"
3233,Pururut-sama,16732,8.0,6.671304240319418,"{'actual_k': 15, 'was_impossible': False}"
3234,TNinja,1688,7.0,7.629439222756438,"{'actual_k': 10, 'was_impossible': False}"
3235,tsundere-inu,16498,9.0,8.999839500054499,"{'actual_k': 40, 'was_impossible': False}"
3236,godT,918,10.0,9.261606376916486,"{'actual_k': 40, 'was_impossible': False}"
3237,lunasolitaria,8624,8.0,8.358118013301722,"{'actual_k': 9, 'was_impossible': False}"
3238,Mihoshi,5204,9.0,8.788179269784647,"{'actual_k': 40, 'was_impossible': False}"
3239,mishameph,448,6.0,6.1861919447513,"{'actual_k': 12, 'was_impossible': False}"
3240,yameeka,15699,3.0,4.7145057663969085,"{'actual_k': 21, 'was_impossible': False}"
3241,LucasMarques,23755,3.0,7.489659519635163,"{'actual_k': 40, 'was_impossible': False}"
3242,lssousa,486,8.0,8.868560390996633,"{'actual_k': 33, 'was_impossible': False}"
3243,erezd,22043,8.0,8.515046733409623,"{'actual_k': 40, 'was_impossible': False}"
3244,Ausemere,31376,6.0,5.99832439737131,"{'actual_k': 31, 'was_impossible': False}"
3245,Koenie,23755,8.0,7.330852534985802,"{'actual_k': 40, 'was_impossible': False}"
3246,sebastianjorc,2418,6.0,5.172894108283855,"{'actual_k': 40, 'was_impossible': False}"
3247,espada13,230,9.0,7.09688984536513,"{'actual_k': 7, 'was_impossible': False}"
3248,Shouichirou,174,7.0,7.596680095133744,"{'actual_k': 40, 'was_impossible': False}"
3249,ChaosXen,5593,6.0,8.076121022290813,"{'actual_k': 22, 'was_impossible': False}"
3250,Degurechaff_-,24703,6.0,5.642798396625886,"{'actual_k': 40, 'was_impossible': False}"
3251,lunasolitaria,530,8.0,7.428648290651876,"{'actual_k': 40, 'was_impossible': False}"
3252,crockmez,859,8.0,6.735498765681253,"{'actual_k': 15, 'was_impossible': False}"
3253,ThePKNess,15809,9.0,8.299854706074163,"{'actual_k': 40, 'was_impossible': False}"
3254,magnetic-ai,6802,7.0,7.7937446460307855,"{'actual_k': 25, 'was_impossible': False}"
3255,Shouichirou,33394,4.0,2.8418236790402958,"{'actual_k': 3, 'was_impossible': False}"
3256,Gbriell,1138,5.0,7.397585223529758,"{'actual_k': 17, 'was_impossible': False}"
3257,Kimmel,25805,4.0,7.4744888202046535,"{'actual_k': 5, 'was_impossible': False}"
3258,CoolBreez3,4999,8.0,7.941753272280989,"{'actual_k': 40, 'was_impossible': False}"
3259,dtitov,1350,5.0,3.8091110426554406,"{'actual_k': 1, 'was_impossible': False}"
3260,koy,517,9.0,8.139665503111642,"{'actual_k': 25, 'was_impossible': False}"
3261,Otis,164,10.0,8.531645268867551,"{'actual_k': 40, 'was_impossible': False}"
3262,Koenie,31758,6.0,7.615623442844322,"{'actual_k': 17, 'was_impossible': False}"
3263,Stingfang,28907,8.0,6.430024045241099,"{'actual_k': 40, 'was_impossible': False}"
3264,poseidon,2747,7.0,7.588576926744173,"{'actual_k': 2, 'was_impossible': False}"
3265,Faeez,8074,9.0,7.7095909455012475,"{'actual_k': 40, 'was_impossible': False}"
3266,firedragonrp,241,10.0,8.555398544343596,"{'actual_k': 37, 'was_impossible': False}"
3267,Cloudiez,10456,5.0,6.358811533655789,"{'actual_k': 29, 'was_impossible': False}"
3268,Shouichirou,13659,8.0,8.103137750378117,"{'actual_k': 40, 'was_impossible': False}"
3269,Edeor,6547,7.0,8.291451627826222,"{'actual_k': 40, 'was_impossible': False}"
3270,Sousara,1379,7.0,6.09839458499237,"{'actual_k': 15, 'was_impossible': False}"
3271,NinjaChameleonX,8074,9.0,7.910661652260519,"{'actual_k': 40, 'was_impossible': False}"
3272,Terrorking,30749,5.0,5.193933458627562,"{'actual_k': 25, 'was_impossible': False}"
3273,Junjou9,11737,10.0,8.238433175758468,"{'actual_k': 31, 'was_impossible': False}"
3274,Sesit,1735,3.0,5.595368945381262,"{'actual_k': 40, 'was_impossible': False}"
3275,Hota-chan,6993,7.0,6.67721092277397,{'was_impossible': False}
3276,Fingerkisses,6702,8.0,7.040279931048455,"{'actual_k': 40, 'was_impossible': False}"
3277,bikasuishin,120,5.0,5.94016339711979,"{'actual_k': 40, 'was_impossible': False}"
3278,KenpachiNoPein,12549,5.0,6.081441243577566,"{'actual_k': 40, 'was_impossible': False}"
3279,Rogernarok,6904,7.0,5.90408638623544,"{'actual_k': 5, 'was_impossible': False}"
3280,raduccio,21327,8.0,8.274631724549833,"{'actual_k': 31, 'was_impossible': False}"
3281,creltay,20785,6.0,7.0618505100601086,"{'actual_k': 40, 'was_impossible': False}"
3282,kuurozaki,6746,10.0,9.381158883089022,"{'actual_k': 40, 'was_impossible': False}"
3283,kachaldz,1998,7.0,4.863352726057299,"{'actual_k': 4, 'was_impossible': False}"
3284,dioshio,15085,5.0,4.012979066531765,"{'actual_k': 33, 'was_impossible': False}"
3285,Hanabi33,11061,10.0,9.30056043255087,"{'actual_k': 40, 'was_impossible': False}"
3286,NaturalPhenomena,539,8.0,8.473800716615587,"{'actual_k': 14, 'was_impossible': False}"
3287,Knighty,11843,9.0,8.362721975788105,"{'actual_k': 40, 'was_impossible': False}"
3288,Viendo,2926,8.0,7.451380079335707,"{'actual_k': 40, 'was_impossible': False}"
3289,KingdomLady,6974,7.0,8.128806935301283,"{'actual_k': 30, 'was_impossible': False}"
3290,nanko2006,13367,9.0,8.767259234479726,"{'actual_k': 40, 'was_impossible': False}"
3291,Duer,30276,7.0,8.525133896103197,"{'actual_k': 40, 'was_impossible': False}"
3292,magraun,5204,10.0,9.2130314623741,"{'actual_k': 40, 'was_impossible': False}"
3293,AnotherWish,1685,2.0,4.09321082634655,"{'actual_k': 9, 'was_impossible': False}"
3294,Percussio,9734,8.0,8.360167837107202,"{'actual_k': 21, 'was_impossible': False}"
3295,ThePKNess,889,10.0,9.044886588023761,"{'actual_k': 40, 'was_impossible': False}"
3296,NemesisHQ,31049,8.0,8.10618504960555,"{'actual_k': 0, 'was_impossible': False}"
3297,TheSadisticGod,31859,7.0,6.646260172039797,"{'actual_k': 40, 'was_impossible': False}"
3298,AiPiDu,27,6.0,6.901388751876795,"{'actual_k': 39, 'was_impossible': False}"
3299,Usui-Nero,11597,10.0,8.65181818478832,"{'actual_k': 40, 'was_impossible': False}"
3300,Missu,4898,10.0,8.244516903284174,"{'actual_k': 40, 'was_impossible': False}"
3301,burakistan,29786,7.0,7.7051066656844585,"{'actual_k': 40, 'was_impossible': False}"
3302,Jmfgarcia,21881,8.0,6.8784076951167465,"{'actual_k': 40, 'was_impossible': False}"
3303,kaczy,469,7.0,6.577551816349039,"{'actual_k': 31, 'was_impossible': False}"
3304,Conductor_Neko,597,8.0,7.135232707840751,"{'actual_k': 34, 'was_impossible': False}"
3305,HerrRiz,6377,10.0,8.06957570826556,"{'actual_k': 17, 'was_impossible': False}"
3306,LucasMarques,26055,10.0,8.004993276342905,"{'actual_k': 40, 'was_impossible': False}"
3307,Cloudiez,13727,7.0,6.845749908836303,"{'actual_k': 3, 'was_impossible': False}"
3308,bakaneko3115,870,7.0,6.983476009847393,"{'actual_k': 4, 'was_impossible': False}"
3309,Luica,10521,7.0,7.962648570113185,"{'actual_k': 35, 'was_impossible': False}"
3310,bikasuishin,2508,8.0,6.422576869895912,"{'actual_k': 29, 'was_impossible': False}"
3311,raduccio,164,10.0,9.830435506057741,"{'actual_k': 40, 'was_impossible': False}"
3312,Scuzzash,10109,7.0,7.512613754934528,"{'actual_k': 9, 'was_impossible': False}"
3313,DennDragon,17265,7.0,8.033132887879278,"{'actual_k': 40, 'was_impossible': False}"
3314,OtakuBaz,13759,9.0,9.068842772364336,"{'actual_k': 40, 'was_impossible': False}"
3315,Mr-Max,46,6.0,7.567073652969115,"{'actual_k': 20, 'was_impossible': False}"
3316,kajunbowser,15883,7.0,6.368431459660242,"{'actual_k': 8, 'was_impossible': False}"
3317,GlennQ,6958,7.0,6.108229347382534,"{'actual_k': 5, 'was_impossible': False}"
3318,Diego3000,18115,8.0,8.35978776855957,"{'actual_k': 40, 'was_impossible': False}"
3319,valerio1232,9253,10.0,8.893591382286782,"{'actual_k': 40, 'was_impossible': False}"
3320,ChilledKomodo,12119,6.0,7.725503891392046,"{'actual_k': 7, 'was_impossible': False}"
3321,paulz,226,9.0,9.204258310063032,"{'actual_k': 40, 'was_impossible': False}"
3322,Hitomi_sama,23673,8.0,7.012553733909706,"{'actual_k': 34, 'was_impossible': False}"
3323,DarkFireblaze28,2325,5.0,4.615401744284248,"{'actual_k': 2, 'was_impossible': False}"
3324,karnagecake,22,5.0,5.5934537727348035,"{'actual_k': 24, 'was_impossible': False}"
3325,sora-tan,4021,7.0,7.948406067347799,"{'actual_k': 9, 'was_impossible': False}"
3326,Ura,9790,5.0,6.512154906837386,"{'actual_k': 20, 'was_impossible': False}"
3327,busterdobermann,1535,9.0,9.007564414819607,"{'actual_k': 40, 'was_impossible': False}"
3328,Cinx,4437,6.0,6.179371185650464,"{'actual_k': 40, 'was_impossible': False}"
3329,Zefyr85,1000,9.0,6.985517805154289,"{'actual_k': 3, 'was_impossible': False}"
3330,wouahho,488,9.0,7.716206186998741,"{'actual_k': 24, 'was_impossible': False}"
3331,mat3osz,32948,10.0,9.82043170483422,"{'actual_k': 12, 'was_impossible': False}"
3332,Arakello,245,8.0,7.776796585059804,"{'actual_k': 40, 'was_impossible': False}"
3333,Pikena,2104,6.0,8.305923998404587,"{'actual_k': 40, 'was_impossible': False}"
3334,Pastafaria,14967,7.0,7.208634735071429,"{'actual_k': 40, 'was_impossible': False}"
3335,Marshall_Law,4719,4.0,5.5904327496082225,"{'actual_k': 11, 'was_impossible': False}"
3336,DenDenMusshi,8078,7.0,6.88924043267294,"{'actual_k': 5, 'was_impossible': False}"
3337,DudUnicorns26,26213,9.0,6.411860004351612,"{'actual_k': 7, 'was_impossible': False}"
3338,LongLimbs,27631,4.0,6.683289717546743,"{'actual_k': 36, 'was_impossible': False}"
3339,reira,30485,4.0,6.580440588360984,"{'actual_k': 11, 'was_impossible': False}"
3340,DukeofMurk,8557,9.0,7.666913044167581,"{'actual_k': 27, 'was_impossible': False}"
3341,Sesit,2001,8.0,7.820491533362119,"{'actual_k': 40, 'was_impossible': False}"
3342,raduccio,264,9.0,9.106517216812085,"{'actual_k': 24, 'was_impossible': False}"
3343,Yavimaya,6979,5.0,6.211677767142171,"{'actual_k': 6, 'was_impossible': False}"
3344,CrixuAMG,6547,8.0,7.6337098763612286,"{'actual_k': 40, 'was_impossible': False}"
3345,bilel,170,8.0,7.93144352292209,"{'actual_k': 36, 'was_impossible': False}"
3346,Yakuhl,31952,7.0,7.505275829645359,"{'actual_k': 22, 'was_impossible': False}"
3347,sanji714,23321,8.0,7.637796904870802,"{'actual_k': 40, 'was_impossible': False}"
3348,erezd,15451,7.0,7.764213937130685,"{'actual_k': 40, 'was_impossible': False}"
3349,reira,34881,7.0,7.524203909649787,"{'actual_k': 21, 'was_impossible': False}"
3350,czerkill,1195,9.0,8.989244176604434,"{'actual_k': 40, 'was_impossible': False}"
3351,CoolBreez3,4181,10.0,9.295889433103056,"{'actual_k': 40, 'was_impossible': False}"
3352,Aelphais,31636,8.0,7.427593937587277,"{'actual_k': 25, 'was_impossible': False}"
3353,sarie_sky,243,6.0,6.742707546624238,"{'actual_k': 39, 'was_impossible': False}"
3354,broodo,3588,8.0,8.0346305865425,"{'actual_k': 40, 'was_impossible': False}"
3355,Clefairy_Nanashi,513,8.0,8.442330050332355,"{'actual_k': 40, 'was_impossible': False}"
3356,DepressedTsukasa,644,9.0,8.782045278259258,"{'actual_k': 9, 'was_impossible': False}"
3357,DarksideLawliet,1725,7.0,6.133009849106976,"{'actual_k': 2, 'was_impossible': False}"
3358,LeonoraLibra,21273,10.0,8.454218213824836,"{'actual_k': 24, 'was_impossible': False}"
3359,Shouichirou,20365,6.0,6.499179008689589,"{'actual_k': 12, 'was_impossible': False}"
3360,Croissant07,16417,8.0,8.096461712749347,"{'actual_k': 40, 'was_impossible': False}"
3361,scienta,29758,7.0,6.236250211376684,"{'actual_k': 22, 'was_impossible': False}"
3362,Shouichirou,25755,7.0,9.357030939580232,"{'actual_k': 1, 'was_impossible': False}"
3363,Kaitox1412,28891,10.0,10.0,"{'actual_k': 40, 'was_impossible': False}"
3364,Mihoshi,101,6.0,8.130733018972863,"{'actual_k': 40, 'was_impossible': False}"
3365,Scieska,25183,6.0,7.100065562866927,"{'actual_k': 40, 'was_impossible': False}"
3366,xacthashtag,239,7.0,7.535651717495174,"{'actual_k': 23, 'was_impossible': False}"
3367,Dhark017,9260,9.0,8.756339363625752,"{'actual_k': 32, 'was_impossible': False}"
3368,CoyBoy,5081,10.0,9.8170268755905,"{'actual_k': 40, 'was_impossible': False}"
3369,Luica,20021,6.0,8.119239311717529,"{'actual_k': 31, 'was_impossible': False}"
3370,yameeka,2235,8.0,5.029645761025825,"{'actual_k': 13, 'was_impossible': False}"
3371,Arkan4ik,6045,7.0,7.702824522891835,"{'actual_k': 40, 'was_impossible': False}"
3372,shouAdZ_MAL,35241,9.0,7.887241592003761,"{'actual_k': 7, 'was_impossible': False}"
3373,VR-Yan,32673,9.0,8.504123793269436,"{'actual_k': 12, 'was_impossible': False}"
3374,Nishi_Chan,12049,5.0,8.493106073288784,"{'actual_k': 28, 'was_impossible': False}"
3375,MysticMimi,1029,7.0,7.703766172446747,"{'actual_k': 22, 'was_impossible': False}"
3376,aincrad17,21659,6.0,8.229042469533008,"{'actual_k': 27, 'was_impossible': False}"
3377,AlfaArifaldi,20507,8.0,8.338192484885644,"{'actual_k': 40, 'was_impossible': False}"
3378,Missu,33222,7.0,7.112747299160603,"{'actual_k': 10, 'was_impossible': False}"
3379,Angelkappa,1729,9.0,7.899373624942601,"{'actual_k': 6, 'was_impossible': False}"
3380,jasminek,2167,9.0,8.488699314420959,"{'actual_k': 40, 'was_impossible': False}"
3381,godT,478,8.0,8.18919506890761,"{'actual_k': 19, 'was_impossible': False}"
3382,Croissant07,1210,9.0,9.304895702588743,"{'actual_k': 40, 'was_impossible': False}"
3383,NanoRyuusei,9656,8.0,8.410230403555927,"{'actual_k': 40, 'was_impossible': False}"
3384,Terrorking,16169,7.0,4.6587242699933284,"{'actual_k': 7, 'was_impossible': False}"
3385,Shouichirou,15195,9.0,7.358271305084391,"{'actual_k': 7, 'was_impossible': False}"
3386,Aabo0,6372,10.0,8.561013341588323,"{'actual_k': 40, 'was_impossible': False}"
3387,ziomalos,1890,7.0,6.94901994393823,"{'actual_k': 7, 'was_impossible': False}"
3388,elijha,59,7.0,7.003457616151013,"{'actual_k': 40, 'was_impossible': False}"
3389,radu4,82,8.0,7.575547058950298,"{'actual_k': 10, 'was_impossible': False}"
3390,AAV-Afro-Unit,949,6.0,7.7636423130603385,"{'actual_k': 14, 'was_impossible': False}"
3391,Hanabi33,18679,7.0,8.365019590017083,"{'actual_k': 40, 'was_impossible': False}"
3392,Sousara,25157,5.0,4.121672769184038,"{'actual_k': 38, 'was_impossible': False}"
3393,Yuzuku,30307,7.0,6.358084451847426,"{'actual_k': 40, 'was_impossible': False}"
3394,penquguu,28121,9.0,8.56524447308438,"{'actual_k': 40, 'was_impossible': False}"
3395,Kanoe-san,5593,7.0,7.040667777817364,"{'actual_k': 27, 'was_impossible': False}"
3396,ExtremeLight,4224,8.0,8.205088799681565,"{'actual_k': 40, 'was_impossible': False}"
3397,Fire__Phoenix,28981,6.0,5.737946220276929,"{'actual_k': 10, 'was_impossible': False}"
3398,Dhark017,813,8.0,7.762098876141228,"{'actual_k': 40, 'was_impossible': False}"
3399,Chippy11,2398,6.0,6.852726414376668,"{'actual_k': 13, 'was_impossible': False}"
3400,Arakello,8937,7.0,6.482941508736222,"{'actual_k': 40, 'was_impossible': False}"
3401,Lyouts,9471,8.0,6.735781034423465,"{'actual_k': 22, 'was_impossible': False}"
3402,Annnnnt,6594,9.0,8.863156242161736,"{'actual_k': 40, 'was_impossible': False}"
3403,Melita_H,17265,8.0,8.103028296758637,"{'actual_k': 40, 'was_impossible': False}"
3404,Lavuco,5162,10.0,9.122011156136374,"{'actual_k': 16, 'was_impossible': False}"
3405,Muga,1299,7.0,7.472218291629564,"{'actual_k': 2, 'was_impossible': False}"
3406,Elaclairee,19363,7.0,8.151749294062014,"{'actual_k': 23, 'was_impossible': False}"
3407,Pururut-sama,15117,6.0,7.066899920619013,"{'actual_k': 36, 'was_impossible': False}"
3408,xacthashtag,264,6.0,7.257866683667768,"{'actual_k': 26, 'was_impossible': False}"
3409,Fingerkisses,469,7.0,6.967887908540211,"{'actual_k': 40, 'was_impossible': False}"
3410,little_grey,21659,10.0,8.198143238769292,"{'actual_k': 26, 'was_impossible': False}"
3411,karnagecake,9513,7.0,5.640970123873472,"{'actual_k': 40, 'was_impossible': False}"
3412,RnD,240,8.0,8.061406564187084,"{'actual_k': 40, 'was_impossible': False}"
3413,Kuro99,11061,9.0,10.0,"{'actual_k': 40, 'was_impossible': False}"
3414,Phlanel,8063,6.0,6.836041540383946,"{'actual_k': 13, 'was_impossible': False}"
3415,Shouichirou,34349,7.0,6.840974513493171,"{'actual_k': 2, 'was_impossible': False}"
3416,haibane2000,5690,8.0,8.088373109384165,"{'actual_k': 29, 'was_impossible': False}"
3417,Mottely,11061,8.0,8.617502397594173,"{'actual_k': 40, 'was_impossible': False}"
3418,Duer,6702,9.0,7.3212948498286465,"{'actual_k': 40, 'was_impossible': False}"
3419,Ramen918,20159,9.0,7.843636911937372,"{'actual_k': 30, 'was_impossible': False}"
3420,And24,22189,7.0,7.817538482307133,"{'actual_k': 9, 'was_impossible': False}"
3421,Takala,11491,8.0,7.355375767809022,"{'actual_k': 21, 'was_impossible': False}"
3422,Usui-Nero,11769,7.0,7.794700406267255,"{'actual_k': 2, 'was_impossible': False}"
3423,ziomalos,3470,8.0,7.850772783841001,"{'actual_k': 40, 'was_impossible': False}"
3424,Number_8,16005,9.0,8.264554889010213,"{'actual_k': 18, 'was_impossible': False}"
3425,Kuro99,15775,10.0,8.54470786884062,"{'actual_k': 14, 'was_impossible': False}"
3426,czerkill,33031,9.0,7.268123871839546,"{'actual_k': 9, 'was_impossible': False}"
3427,sofia_,800,10.0,8.502517200265554,"{'actual_k': 2, 'was_impossible': False}"
3428,TKHilton,32281,8.0,9.06127743426486,"{'actual_k': 40, 'was_impossible': False}"
3429,doggyguard,4186,7.0,7.326111773884202,"{'actual_k': 38, 'was_impossible': False}"
3430,GenerationMe,20847,8.0,8.363337511846245,"{'actual_k': 32, 'was_impossible': False}"
3431,yameeka,14749,3.0,4.6454472555569595,"{'actual_k': 40, 'was_impossible': False}"
3432,Agaters,1575,10.0,8.963169856187266,"{'actual_k': 40, 'was_impossible': False}"
3433,draiol,123,8.0,7.909888597714408,"{'actual_k': 18, 'was_impossible': False}"
3434,Hota-chan,26023,7.0,6.992348389624111,"{'actual_k': 7, 'was_impossible': False}"
3435,Sylethom,33433,6.0,5.924830888224603,"{'actual_k': 17, 'was_impossible': False}"
3436,Kanoe-san,18,8.0,7.607443159761932,"{'actual_k': 21, 'was_impossible': False}"
3437,iva_556,226,9.0,8.112868014762576,"{'actual_k': 40, 'was_impossible': False}"
3438,taps88,20,7.0,7.552801785134842,"{'actual_k': 40, 'was_impossible': False}"
3439,PIT263,16916,8.0,6.943711632892081,"{'actual_k': 17, 'was_impossible': False}"
3440,Rogernarok,32863,7.0,6.081164662228741,"{'actual_k': 1, 'was_impossible': False}"
3441,-weilyem-,15225,8.0,8.738668441969587,"{'actual_k': 40, 'was_impossible': False}"
3442,MasterOfElements,5116,7.0,7.319747298525525,"{'actual_k': 11, 'was_impossible': False}"
3443,TheSadisticGod,23153,7.0,5.409355767015734,"{'actual_k': 1, 'was_impossible': False}"
3444,Lyouts,32282,8.0,7.815317749977234,"{'actual_k': 40, 'was_impossible': False}"
3445,shouAdZ_MAL,31715,9.0,8.767813473478363,"{'actual_k': 14, 'was_impossible': False}"
3446,Demonssidekick,34881,7.0,6.92917080921006,"{'actual_k': 21, 'was_impossible': False}"
3447,RaZhar,1210,8.0,7.899662778771228,"{'actual_k': 40, 'was_impossible': False}"
3448,Terrorking,20555,5.0,5.162896306071336,"{'actual_k': 8, 'was_impossible': False}"
3449,ziomalos,4744,7.0,6.196766740122297,"{'actual_k': 40, 'was_impossible': False}"
3450,lightofzeref,245,9.0,8.651604590550068,"{'actual_k': 40, 'was_impossible': False}"
3451,Cypherkitty,482,6.0,6.634470946893185,"{'actual_k': 27, 'was_impossible': False}"
3452,TryhardCat,34480,8.0,8.186461024915653,"{'actual_k': 12, 'was_impossible': False}"
3453,shrouddd,7724,8.0,7.320390650945063,"{'actual_k': 40, 'was_impossible': False}"
3454,lednera,2494,9.0,6.274975026772286,"{'actual_k': 29, 'was_impossible': False}"
3455,Usui-Nero,27629,6.0,6.949451357385099,"{'actual_k': 4, 'was_impossible': False}"
3456,-Axel-,1818,10.0,8.640300653166445,"{'actual_k': 40, 'was_impossible': False}"
3457,Cloudiez,34374,8.0,6.71271708648144,"{'actual_k': 1, 'was_impossible': False}"
3458,_P4NS1LUUU_,14527,9.0,7.899554159208125,"{'actual_k': 34, 'was_impossible': False}"
3459,Gabi666,3616,5.0,7.4645048002663765,"{'actual_k': 8, 'was_impossible': False}"
3460,Sylethom,20507,6.0,7.589727498738418,"{'actual_k': 40, 'was_impossible': False}"
3461,TryhardCat,30347,9.0,8.303156412739643,"{'actual_k': 24, 'was_impossible': False}"
3462,EnvitChan,1604,6.0,8.991347870877828,"{'actual_k': 40, 'was_impossible': False}"
3463,emon_d_ronin,29803,7.0,7.990172823161948,"{'actual_k': 40, 'was_impossible': False}"
3464,PIT263,32869,7.0,6.924800296742809,"{'actual_k': 4, 'was_impossible': False}"
3465,Bookieson,2923,6.0,7.114840969865879,"{'actual_k': 40, 'was_impossible': False}"
3466,Jorbeany,12679,5.0,6.4692205647151955,"{'actual_k': 18, 'was_impossible': False}"
3467,czerkill,18247,9.0,7.930114999082568,"{'actual_k': 40, 'was_impossible': False}"
3468,AFilthyWeeb,24751,9.0,6.739248212786364,"{'actual_k': 6, 'was_impossible': False}"
3469,nenetm,3712,6.0,5.989130095257858,"{'actual_k': 40, 'was_impossible': False}"
3470,SYELchan,8246,9.0,8.302604307860161,"{'actual_k': 40, 'was_impossible': False}"
3471,Snuffaluffagus,906,8.0,7.35832402792482,"{'actual_k': 25, 'was_impossible': False}"
3472,Lord0Link,9922,6.0,6.581424540748039,"{'actual_k': 27, 'was_impossible': False}"
3473,visualanimes,8861,6.0,6.743178846541198,"{'actual_k': 40, 'was_impossible': False}"
3474,koreanwalker,6772,8.0,6.904872902698677,"{'actual_k': 33, 'was_impossible': False}"
3475,Revan67,969,8.0,8.088710390287654,"{'actual_k': 39, 'was_impossible': False}"
3476,2Moro,1533,5.0,5.027197006200405,"{'actual_k': 6, 'was_impossible': False}"
3477,Gabi666,3901,9.0,8.731238534661916,"{'actual_k': 40, 'was_impossible': False}"
3478,ziomalos,32937,9.0,8.260421926779271,"{'actual_k': 40, 'was_impossible': False}"
3479,ooribaba_mama,897,5.0,5.4359100321001685,"{'actual_k': 23, 'was_impossible': False}"
3480,Akila,5277,8.0,8.962703069330146,"{'actual_k': 35, 'was_impossible': False}"
3481,AkumaDaisy,13667,7.0,8.460859886550884,"{'actual_k': 29, 'was_impossible': False}"
3482,Ura,63,6.0,5.05034021788787,"{'actual_k': 38, 'was_impossible': False}"
3483,Black_Swanny,22135,8.0,8.505145890102888,"{'actual_k': 25, 'was_impossible': False}"
3484,sothoth,3701,9.0,7.859063218816834,"{'actual_k': 9, 'was_impossible': False}"
3485,ohmyL202,34467,7.0,6.049606782663917,"{'actual_k': 3, 'was_impossible': False}"
3486,chichubaby,249,9.0,8.360739004822326,"{'actual_k': 40, 'was_impossible': False}"
3487,akieL031,4224,10.0,9.39967336368617,"{'actual_k': 40, 'was_impossible': False}"
3488,nekocink,3652,10.0,7.782905135657444,"{'actual_k': 40, 'was_impossible': False}"
3489,TNinja,53,7.0,7.538626147918387,"{'actual_k': 23, 'was_impossible': False}"
3490,gait_man,16001,7.0,8.272987887233365,"{'actual_k': 40, 'was_impossible': False}"
3491,Chippy11,889,10.0,8.261043842411224,"{'actual_k': 40, 'was_impossible': False}"
3492,czerkill,32603,9.0,8.031487667773874,"{'actual_k': 12, 'was_impossible': False}"
3493,lerkurio,442,6.0,7.054000357813774,"{'actual_k': 40, 'was_impossible': False}"
3494,shanoliu,21167,4.0,5.489856413135526,"{'actual_k': 16, 'was_impossible': False}"
3495,Croissant07,1361,9.0,7.533051463940895,"{'actual_k': 40, 'was_impossible': False}"
3496,sparc,6213,7.0,6.52369723406022,"{'actual_k': 40, 'was_impossible': False}"
3497,valerio1232,20045,5.0,6.868463169930219,"{'actual_k': 8, 'was_impossible': False}"
3498,pedoQear,21855,8.0,8.572322888880281,"{'actual_k': 40, 'was_impossible': False}"
3499,Phlanel,3457,6.0,6.169105824948343,"{'actual_k': 40, 'was_impossible': False}"
3500,GasteLLo,12445,4.0,6.6608393891780295,"{'actual_k': 40, 'was_impossible': False}"
3501,Kasugunai,3820,6.0,7.903676026017959,"{'actual_k': 1, 'was_impossible': False}"
3502,NemesisHQ,28223,8.0,8.908319640078703,"{'actual_k': 40, 'was_impossible': False}"
3503,shamanmiyo,14345,6.0,6.872294598411885,"{'actual_k': 40, 'was_impossible': False}"
3504,kamijoan,33263,9.0,7.616520626186083,"{'actual_k': 5, 'was_impossible': False}"
3505,ziomalos,10119,8.0,7.2457468806185314,"{'actual_k': 33, 'was_impossible': False}"
3506,reira,6098,8.0,7.416460201610164,"{'actual_k': 10, 'was_impossible': False}"
3507,Klains,4155,8.0,7.565463089284133,"{'actual_k': 39, 'was_impossible': False}"
3508,Logic,30831,7.0,6.5914205740195655,"{'actual_k': 40, 'was_impossible': False}"
3509,2Moro,12189,6.0,7.093153661244627,"{'actual_k': 40, 'was_impossible': False}"
3510,Hota-chan,350,7.0,5.76489578607169,"{'actual_k': 3, 'was_impossible': False}"
3511,sparc,36038,6.0,6.8143768752463805,"{'actual_k': 37, 'was_impossible': False}"
3512,reira,8129,10.0,8.758805878663308,"{'actual_k': 37, 'was_impossible': False}"
3513,reira,853,10.0,9.366102185654487,"{'actual_k': 40, 'was_impossible': False}"
3514,xacthashtag,30,9.0,7.490393822947612,"{'actual_k': 40, 'was_impossible': False}"
3515,espada13,9331,8.0,7.463793220344241,"{'actual_k': 40, 'was_impossible': False}"
3516,Ura,16706,8.0,7.607844827878144,"{'actual_k': 40, 'was_impossible': False}"
3517,propheaker,2684,7.0,5.158347214930704,"{'actual_k': 1, 'was_impossible': False}"
3518,DemonQuincy,5356,8.0,7.201026578448222,"{'actual_k': 40, 'was_impossible': False}"
3519,Takara94,34902,9.0,7.661492146118306,"{'actual_k': 38, 'was_impossible': False}"
3520,Botanchan,16,10.0,9.252323483621584,"{'actual_k': 40, 'was_impossible': False}"
3521,GenerationMe,18689,9.0,8.132052731092921,"{'actual_k': 16, 'was_impossible': False}"
3522,KurokawaRyou,3455,8.0,7.729915760177111,"{'actual_k': 40, 'was_impossible': False}"
3523,GasteLLo,11743,6.0,6.608991103713609,"{'actual_k': 22, 'was_impossible': False}"
3524,DragonKL26,34086,8.0,6.423162533256197,"{'actual_k': 16, 'was_impossible': False}"
3525,Ishin,16524,7.0,7.841733405150254,"{'actual_k': 40, 'was_impossible': False}"
